Town,            Population, Country,            Page, Lat_Deg, Lat_Min, Lat_Dir, Lon_Deg, Lon_Min, Lon_Dir
Ronazagh,        14808,      Ul-Karg,            399,  28,      55,      N,       16,      35,      W
Ropidu,          510,        Kalamar,            320,  31,      35,      N,       3,       50,      W
Rordven,         994,        Eldor,              294,  44,      20,      N,       15,      25,      W
Rormish,         1569,       Ozhvinmish,         400,  30,      45,      N,       13,      20,      W
Rosaleta,        14800,      Kalamar,            321,  32,      30,      N,       1,       45,      W
Rosido,          1873,       Pekal,              347,  41,      40,      N,       5,       5,       E
Rosidu,          528,        Kalamar,            316,  34,      50,      N,       3,       25,      W
Roslesi,         440,        Privbolsianislands, 306,  35,      20,      N,       24,      45,      W
Rosokopido,      1525,       Kalamar,            321,  33,      50,      N,       3,       0,       W
Rotidido,        2253,       Basir,              316,  34,      50,      N,       5,       40,      W
Rovlden,         654,        Eldor,              293,  44,      5,       N,       17,      30,      W
Rovlden,         616,        Eldor,              299,  42,      35,      N,       15,      10,      W
Rowsvahni,       2328,       Meznamish,          399,  31,      15,      N,       15,      40,      W
Rowven,          904,        Eldor,              294,  45,      15,      N,       17,      15,      W
Ruahaom,         682,        Counaiheights,      319,  36,      35,      N,       4,       50,      E
Rudidu,          502,        Kalamar,            317,  35,      15,      N,       2,       50,      W
Rugimulikido,    1077,       Kalamar,            322,  31,      50,      N,       0,       20,      W
Ruh,             392,        Kalamar,            318,  35,      10,      N,       0,       0,       E
Rupabolido,      1523,       Paru'bor,           344,  45,      15,      N,       3,       5,       W
Rupido,          1913,       Kalamar,            317,  34,      25,      N,       2,       30,      W
Rurawidu,        427,        Kalamar,            318,  35,      40,      N,       0,       0,       W
Rurdven,         1007,       Eldor,              299,  41,      25,      N,       15,      0,       W
Rurr,            765,        Tharggy,            367,  40,      45,      N,       2,       20,      E
Rusidu,          623,        Kalamar,            316,  37,      0,       N,       3,       25,      W
Rusidu,          584,        Kalamar,            325,  30,      40,      N,       0,       10,      E
Ruthidu,         344,        Pekal,              347,  42,      10,      N,       6,       0,       E
Ruvido,          1819,       Ek'gakel,           343,  45,      25,      N,       5,       15,      W
Ruwido,          2404,       Kalamar,            325,  30,      10,      N,       1,       45,      E
R'widu,          554,        Kalamar,            317,  36,      45,      N,       1,       0,       W
Ryby-Gano,       604,        Slen,               336,  49,      35,      N,       2,       5,       W
Ryjonth,         778,        Thybaj,             367,  41,      5,       N,       3,       50,      E
Rykash,          293,        Khydobandesert,     379,  34,      5,       N,       9,       55,      E
Ryko,            535,        Elosdesert,         310,  36,      15,      N,       14,      0,       W
Rynar,           559,        Khydobandesert,     376,  34,      30,      N,       9,       50,      E
Ryno,            587,        Khydobandesert,     371,  41,      25,      N,       11,      0,       E
Rynoshok,        15900,      Shynabyth,          361,  46,      15,      N,       0,       20,      W
Ryrej,           488,        Thybaj,             367,  41,      45,      N,       4,       30,      E
Rysash,          521,        Thybaj,             367,  42,      50,      N,       3,       45,      E
Ryshak,          386,        Elosdesert,         349,  38,      0,       N,       9,       20,      W
Ryshak,          389,        Shynabyth,          361,  45,      25,      N,       1,       25,      E
Ryshar,          1944,       Slen,               340,  49,      5,       N,       1,       40,      W
Ryshyr,          762,        Slen,               340,  48,      35,      N,       0,       45,      W
Saaniema,        5000,       Reanaariabay,       372,  39,      25,      N,       6,       10,      E
Sabden,          456,        P'bapar,            337,  47,      45,      N,       10,      20,      W
Safan,           632,        Thybaj,             367,  41,      35,      N,       4,       20,      E
Safidu,          855,        Kalamar,            325,  30,      25,      N,       1,       30,      E
Saganth,         893,        Khydobandesert,     371,  42,      25,      N,       10,      55,      E
Sagidu,          563,        Basir,              316,  34,      40,      N,       5,       20,      W
Saha-Nonyf,      1605,       Thybaj,             367,  43,      10,      N,       4,       10,      E
Sahzshahni,      1178,       Ozhvinmish,         393,  31,      30,      N,       13,      40,      W
Saka'ido,        924,        Tarisato,           329,  28,      0,       N,       3,       55,      E
Saka'idu,        556,        Tarisato,           325,  29,      0,       N,       1,       45,      E
Saka'idu,        662,        Tarisato,           326,  28,      40,      N,       2,       30,      E
Sakan,           621,        Tharggy,            361,  43,      25,      N,       1,       40,      E
Saka'umabogidu,  470,        Tarisato,           326,  29,      0,       N,       3,       0,       E
Sakido,          1260,       Kalamar,            321,  31,      50,      N,       0,       55,      W
Sakk,            2275,       Skarrna,            364,  44,      55,      N,       8,       45,      E
Sakkbekrazh,     423,        Ul-Karg,            399,  30,      0,       N,       16,      10,      W
Sakovotido,      2128,       Tokis,              313,  38,      50,      N,       2,       10,      W
Salakk,          627,        Skarrna,            370,  42,      0,       N,       8,       25,      E
Salanido,        1003,       Kalamar,            321,  33,      45,      N,       0,       45,      W
Salido,          3600,       Korak,              346,  42,      35,      N,       8,       35,      W
Salireta,        9600,       Kalamar,            322,  32,      25,      N,       0,       55,      E
Salirido,        3300,       Tokis,              347,  40,      50,      N,       4,       5,       E
Sanden,          544,        Eldor,              299,  42,      55,      N,       15,      50,      W
Sanemopidu,      715,        Tarisato,           326,  28,      50,      N,       2,       35,      E
